smiles	logS	S	scaffold
CCc1ccccc1NC(=O)Cn1nc(C)cc1C	1.645618738	44.21999997528871	C1CCC(CCCC2CCCC2)CC1
N#Cc1cccc(NC(=O)C2CCC2)c1	1.528402438	33.76000000360557	C1CCC(CCC2CCC2)CC1
Cc1noc(OCC(=O)N2CCCCCC2)n1	1.701049631	50.240000031333636	C1CCCC(CCCC2CCCC2)CC1
COc1ccccc1C(=O)Nc1cccc(-c2ccnc(C)n2)c1	1.666705136	46.41999998718449	C1CCC(CCC2CCCC(C3CCCCC3)C2)CC1
CC(C)(C)OC(=O)N1CCNC(=O)C1	1.535167485	34.289999990924514	C1CCCCC1
Cc1cc(C)c(-c2csc(NC(=O)Cn3cnnn3)n2)c(C)c1	-0.920818754	0.11999999998684077	C1CCC(C2CCC(CCCC3CCCC3)C2)CC1
O=C(NC1CC1)c1cccnc1Oc1ccccc1	1.814513952	65.23999994468302	C1CCC(CC2CCCCC2CCC2CC2)CC1
COc1ccc(-c2ccc(CNc3ccc(CN4CCC(C)CC4)cc3)cc2)cc1	1.167317335	14.700000008523732	C1CCC(CC2CCC(CCC3CCC(C4CCCCC4)CC3)CC2)CC1
Cc1ccsc1C(=O)Nc1nc2ccccc2s1	-0.537602002	0.29000000006747206	C1CCC(CCC2CC3CCCCC3C2)C1
Cc1ccc(C(=O)Nc2ccccc2C(C)(C)C)cn1	1.50501424	31.989999993804695	C1CCC(CCC2CCCCC2)CC1
CCOC(=O)c1ccc(NC(=O)Cn2cnc3ccccc32)cc1	1.264817823	18.399999999595963	C1CCC(CCCC2CCC3CCCCC32)CC1
O=C(NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccco1	1.575649615	37.640000021214966	C(CCCC1CC(C2CCCCC2)CC2CCCCC12)CCC1CCCC1
Cc1ccc(CC(=O)NCc2cccc(C(=O)Nc3ccccc3)c2)cc1	-0.420216403	0.3800000003352843	C1CCC(CCCCC2CCCC(CCC3CCCCC3)C2)CC1
Cc1noc(-c2ccc(NC(=O)Cc3ccccc3)cc2)n1	0.899820502	7.939999992191601	C1CCC(CCCC2CCC(C3CCCC3)CC2)CC1
Cn1ncc2c1CCc1sc(NC(=O)c3cccnc3)nc1-2	1.034227261	10.820000005716496	C1CCC(CCC2CC3CCC4CCCC4C3C2)CC1
Cn1cc(NC(=O)c2csc(Cc3ccccc3)n2)cn1	1.538322333	34.53999998159328	C1CCC(CC2CCC(CCC3CCCC3)C2)CC1
CN(CC(=O)Nc1cccc(F)c1)C(=O)c1cccc(C#N)c1	1.749968084	56.23000006351975	C1CCC(CCCCCC2CCCCC2)CC1
COc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(C)=O)CC2)cc1	0.672097858	4.700000000695675	C1CCC(CCCCC2CCCCC2C2CCCCC2)CC1
Cn1ccc2c(NC(=O)N3CCCN(C(=O)Oc4ccccc4)CC3)cccc21	1.856608068	71.87999992768275	C1CCC(CCC2CCCC(CCC3CCCC4CCCC43)CC2)CC1
Cc1ccc2c(CC(=O)N(C)CC(N)=O)coc2c1C	1.542949849	34.910000014936905	C1CCC2CCCC2C1
Cc1cccc(OCC(=O)Nc2ccn(C)n2)c1	1.637989781	43.450000021541655	C1CCC(CCCCC2CCCC2)CC1
Cc1nc(-c2ccccc2)c(C(=O)Nc2ccccc2)s1	-0.045757491	0.8999999990895754	C1CCC(CCC2CCCC2C2CCCCC2)CC1
Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1	1.703205371	50.490000035402	C1CCC(CCC2CCCC3CCCCC32)C1
Cc1ccc2[nH]c(C3CCN(C)CC3)nc2c1	1.757851344	57.26000004145506	C1CCC(C2CC3CCCCC3C2)CC1
Cc1cccnc1NC(=O)Cc1coc2c(C)c(C)ccc12	1.873262459	74.68999992454773	C1CCC(CCCC2CCC3CCCCC32)CC1
CCc1nc2ccccc2n1CC(=O)Nc1ncc(C)s1	1.691965103	49.2000000263551	C1CCC(CCCC2CCC3CCCCC32)C1
O=C(NCc1nnc2n1-c1ccccc1CC2)c1ccc2ccccc2c1	1.535800291	34.34000001384547	C1CCC2CC(CCCC3CCC4CCC5CCCCC5C34)CCC2C1
CCONC(=O)Cc1coc2c(C)c(C)ccc12	1.534026106	34.199999995579454	C1CCC2CCCC2C1
CCC(CC)NC(=O)c1ccc(C#N)c(C)n1	1.723783937	52.94000000422632	C1CCCCC1
O=C(NCCc1cccc2cccnc12)C1CCCCC1	1.620136055	41.70000000251974	C1CCC(CCCCC2CCCC3CCCCC23)CC1
Cc1cc(C)c(NC(=O)c2ccnc(OC3CCC3)c2)c(C)n1	1.557867962	36.130000035937265	C1CCC(CCC2CCCC(CC3CCC3)C2)CC1
NCc1cccc(C(=O)N2CCCC2)c1	1.404833717	25.400000022228177	C1CCC(CC2CCCC2)CC1
CS(=O)(=O)NCCc1ccc2c(c1)OCCO2	1.50758604	32.180000017560246	C1CCC2CCCCC2C1
c1cnc(NCCc2cccc3cccnc23)nc1	1.567731963	36.96000003846092	C1CCC(CCCC2CCCC3CCCCC32)CC1
Cc1cccc(OCC(=O)Nc2ccc3c(c2)C(=O)N(c2ccccc2)C3=O)c1	-0.387216143	0.41000000026458644	C1CCC(CCCCC2CCC3CC(C4CCCCC4)CC3C2)CC1
Cc1ccc(-c2nc(CN3C(=O)C(=O)N(C4CCCC4)C3=O)cs2)cc1	-0.585026652	0.2600000000174704	C1CCC(C2CCC(CC3CCC(C4CCCC4)C3)C2)CC1
O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1	1.217483944	16.499999991873135	C1CCC(CC2CCC(CCC3CCC4CCCCCC4C3)C2)CC1
NC(=O)c1ccc(Oc2ccc(C(=O)N3CCCCCC3)cc2)cc1	1.776773802	59.809999943245586	C1CCCC(CC2CCC(CC3CCCCC3)CC2)CC1
CN(Cc1ccccc1Br)C(=O)Nc1ccc(C(=O)N2CCCC2)cc1	1.841296887	69.38999992166453	C1CCC(CCCCC2CCC(CC3CCCC3)CC2)CC1
O=C(Cn1c(-c2ccc(F)cc2)nc2ccccc21)N1CCOCC1	1.736953954	54.57000002724816	C1CCC(CCC2C3CCCCC3CC2C2CCCCC2)CC1
Cc1ccc(CCNC(=O)c2ccncc2)o1	1.466422722	29.269999970763863	C1CCC(CCCCC2CCCC2)CC1
O=C1CN(C(=O)c2cccc(Oc3cccc(C(F)(F)F)c3)c2)CCN1	1.591064607	38.99999999762036	C1CCC(CC2CCCC(CC3CCCCC3)C2)CC1
Cc1ccc(C(=O)Nc2ncccc2C)s1	1.5774918	37.80000001416754	C1CCC(CCC2CCCC2)CC1
Cn1c(CNC(=O)Cc2ccccc2)nc2ccccc21	1.650987094	44.7699999604719	C1CCC(CCCCC2CC3CCCCC3C2)CC1
COc1cccc(NC(=O)CNc2cccc(-c3ccnc(C)n3)c2)c1	1.702861171	50.45000004961083	C1CCC(CCCCC2CCCC(C3CCCCC3)C2)CC1
COc1cc(CN(C)C(=O)Nc2cccc(C)c2C)ccc1O	1.714497409	51.820000041785136	C1CCC(CCCCC2CCCCC2)CC1
Cn1c(CNC(=O)Cc2cccc3ccccc23)nc2ccccc21	1.002166062	10.050000005634649	C(CCC1CCCC2CCCCC12)CC1CC2CCCCC2C1
Nc1ccc(C(=O)N2CCOCC2)c(Cl)c1	1.581494542	38.14999997444635	C1CCC(CC2CCCCC2)CC1
Cc1ccc2nc(C)c(C(=O)N3CCC(C(=O)Nc4ccncc4)CC3)cc2c1	1.719828286	52.45999996927799	C1CCC(CCC2CCC(CC3CCC4CCCCC4C3)CC2)CC1
O=C(Nc1cccc2cnccc12)c1cccc(F)c1	1.677880582	47.63000005356491	C1CCC(CCC2CCCC3CCCCC32)CC1
COc1ccc(OCC(=O)N2CCN(C)CC2)cc1	1.72057272	52.549999955924115	C1CCC(CCCC2CCCCC2)CC1
Cn1cc(NC(=O)c2cn(Cc3ccccc3)nn2)cn1	1.368658712	23.369999978893716	C1CCC(CC2CCC(CCC3CCCC3)C2)CC1
O=C(COc1ccc(F)cc1F)N1CCNC1=O	1.98686127	97.01999993520491	C1CCC(CCCC2CCCC2)CC1
COc1ccc(CNC(=O)c2nnn(-c3ccc(OC)cc3)c2N)cc1	1.062205809	11.540000004790564	C1CCC(CCCC2CCC(C3CCCCC3)C2)CC1
Cc1nccc(-c2cccc(NCC(=O)NCC(=O)N3CCCC3)c2)n1	1.842297134	69.54999994746207	C(CCCC1CCCC(C2CCCCC2)C1)CCC1CCCC1
CCOC(=O)N1CCC(Nc2nc3ccccc3s2)CC1	1.691965103	49.2000000263551	C1CCC(CC2CC3CCCCC3C2)CC1
COc1ccc(C2(NCc3cccc4ncccc34)CC2)cc1	1.744449457	55.51999994288149	C1CCC(C2(CCC3CCCC4CCCCC43)CC2)CC1
O=C(Cc1csc(-c2ccc(F)c(F)c2)n1)NCC(F)(F)F	-0.443697499	0.36000000019290274	C1CCC(C2CCCC2)CC1
CCc1ccccc1NC(=O)CCn1ccnc1-c1ccc2c(c1)OCO2	1.623662707	42.03999996551916	C1CCC(CCCCC2CCCC2C2CCC3CCCC3C2)CC1
O=C(NCCc1ccccc1)c1cnccn1	1.771293443	59.06000005044444	C1CCC(CCCCC2CCCCC2)CC1
Cc1ccc(C(=O)NCC#Cc2ccccc2)cn1	1.647969458	44.45999996284151	C1CCC(CCCCCC2CCCCC2)CC1
COc1ccccc1-c1nc(C(=O)O)cs1	1.737192643	54.60000003712077	C1CCC(C2CCCC2)CC1
Cc1cccnc1NC(=O)CCc1ccc(F)cc1	1.580468784	38.06000000429404	C1CCC(CCCCC2CCCCC2)CC1
COc1ccccc1-c1nc(-c2ccc(NC(C)=O)cc2)c(C)s1	-0.13667714	0.7299999997975273	C1CCC(C2CCC(C3CCCCC3)C2)CC1
O=C(Nc1nccs1)C1CCN(C(=O)CN2CCc3ccccc32)CC1	1.710709566	51.37000003260644	C1CCC(CCC2CCC(CCC3CCC4CCCCC43)CC2)C1
COc1ccccc1C(=O)Nc1ccc2cc[nH]c2c1	0.69019608	4.89999999967829	C1CCC(CCC2CCC3CCCC3C2)CC1
COc1cccc(CC(=O)Nc2ccc3nc(C)sc3c2)c1	1.718833718	52.33999996337935	C1CCC(CCCC2CCC3CCCC3C2)CC1
Cc1ccc(CC(=O)Nc2nc(C)no2)cn1	1.631545228	42.81000001633273	C1CCC(CCCC2CCCC2)CC1
COc1ccc(-c2csc(CC(N)=O)n2)cc1Br	1.574609941	37.54999997058672	C1CCC(C2CCCC2)CC1
COc1ccc(CNC(=O)CCCOc2ccc(C(C)=O)cc2)cc1	1.305566314	20.210000022555448	C(CCCC1CCCCC1)CCCC1CCCCC1
Cc1cc(C)n(-c2ccc(C(=O)NCc3cccnc3)cc2)n1	1.65724713	45.42000001216134	C1CCC(CCCC2CCC(C3CCCC3)CC2)CC1
O=C(CCc1ccc2c(c1)OCO2)Nc1cccc2cnccc12	1.650501795	44.720000012524764	C(CCC1CCCC2CCCCC12)CC1CCC2CCCC2C1
Cc1cc(C(=O)NCCc2ccccn2)c(C)s1	1.613630435	41.0800000070715	C1CCC(CCCCC2CCCC2)CC1
Cc1cnc(NC(=O)Cc2coc3cc(C)c(C)cc23)s1	-0.494850022	0.31999999976428456	C1CCC(CCCC2CCC3CCCCC32)C1
Cn1cc(CCNC(=O)N2CCCc3c(F)cccc32)cn1	1.62838893	42.49999999507653	C1CCC(CCCCC2CCCC3CCCCC23)C1
Cn1cc(-c2nc(C(=O)Nc3cccnc3-n3cncn3)cs2)cn1	0.282168778	1.9149999986566983	C1CCC(C2CCC(CCC3CCCCC3C3CCCC3)C2)C1
CC1CCN(Cc2ccc(NC(=O)c3ccccn3)cc2)CC1	1.610660163	40.79999999155618	C1CCC(CCC2CCC(CC3CCCCC3)CC2)CC1
CNC(=O)Cc1csc(-c2ccc(C)cc2)n1	0.608526034	4.0600000039526	C1CCC(C2CCCC2)CC1
O=C(Nc1ccccc1)c1c([O-])n(-c2ccccc2)n[n+]1Cc1ccccc1	-0.698970004	0.2000000001547424	C1CCC(CCC2CC(C3CCCCC3)CC2CC2CCCCC2)CC1
CC(=O)Nc1nc(-c2c(C)cc(C)cc2C)cs1	1.283301229	19.200000013105967	C1CCC(C2CCCC2)CC1
Cc1ccc(S(=O)(=O)Cc2nc(-c3ccc(C(=O)NCc4cccnc4)cc3)oc2C)cc1	-0.48148606	0.33000000009278757	C1CCC(CCCC2CCC(C3CCC(CCC4CCCCC4)C3)CC2)CC1
CC(=O)Nc1cccc(OC(=O)N2CCOCC2)c1	1.753812784	56.73000005686106	C1CCC(CCC2CCCCC2)CC1
CCC(=O)NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12	1.271376872	18.6800000045561	C1CCC(C2CCC3CCCCC3C2)CC1
COC(=O)c1c(C)[nH]c(C(=O)N(C)Cc2ccc(OC)c(F)c2)c1C	1.674585602	47.26999996702989	C1CCC(CCCC2CCCC2)CC1
CNC(=O)Cc1nc(-c2cncc(C)c2)cs1	1.574956776	37.580000020377504	C1CCC(C2CCCC2)CC1
Cc1oc(C)c(C(=O)Nc2ccn(C)n2)c1C	1.564666064	36.69999997869723	C1CCC(CCC2CCCC2)C1
Cc1cc(F)ccc1NC(=O)c1cccc2cccnc12	-0.356547324	0.4399999995074253	C1CCC(CCC2CCCC3CCCCC32)CC1
CN(C)[C@@H]1CN(C(=O)COc2ccccc2)C[C@H]1O	1.920645001	83.29999992197597	C1CCC(CCCC2CCCC2)CC1
Cc1cccc(NC(=O)c2cccc3ncccc23)c1	0.685741739	4.8500000044417355	C1CCC(CCC2CCCC3CCCCC32)CC1
O=C(CN1CCc2ccccc21)N1CCNC1=O	1.439332694	27.500000010747954	C1CCC(CCC2CCC3CCCCC32)C1
O=C(NC1CC1)c1cccc2cccnc12	1.528788192	33.79000001751404	C1CCC2C(C1)CCCC2CCC1CC1
CCOc1nc(-c2ccc(Cl)c(Cl)c2)n(-c2cccc(NC(=O)c3ccc(F)cc3)c2)n1	-0.602059991	0.25000000018879037	C1CCC(CCC2CCCC(C3CCCC3C3CCCCC3)C2)CC1
CSc1ncccc1C(=O)Nc1ccc(N2CCCCC2=O)cc1	0.952792443	8.969999999089314	C1CCC(CCC2CCC(C3CCCCC3)CC2)CC1
Cc1nccc(-c2cccc(NCC(=O)N3CCCCCCC3)c2)n1	1.745387121	55.63999995900181	C1CCCC(CCCC2CCCC(C3CCCCC3)C2)CCC1
O=C(NCC1(c2ccc(F)cc2)CCOCC1)c1ccccn1	1.69862243	49.9600000342698	C1CCC(CCCC2(C3CCCCC3)CCCCC2)CC1
Cc1csc(NC(=O)CCc2ccncc2)n1	1.580924976	38.10000002845742	C1CCC(CCCCC2CCCC2)CC1
COc1nn(C)cc1C(=O)Nc1cccc(-c2cnc3n2CCC3)c1	1.559308011	36.25000000776154	C1CCC(CCC2CCCC(C3CCC4CCCC43)C2)C1
Cc1csc(NC(=O)c2ccc(-c3ccncc3)cc2)n1	0.369215857	2.3399999977901302	C1CCC(C2CCC(CCC3CCCC3)CC2)CC1
c1ccc(-n2cc(CNc3ncccn3)cn2)cc1	1.613947477	41.11000002079193	C1CCC(CCC2CCC(C3CCCCC3)C2)CC1
CCONC(=O)c1cnn(-c2cccc(Cl)c2)c1	1.613101517	41.030000003125934	C1CCC(C2CCCC2)CC1
Cc1nc(-c2ccccc2)ccc1C(=O)NC1CCCC1	1.612359948	40.96000000303932	C1CCC(C2CCC(CCC3CCCC3)CC2)CC1
Cc1noc(-c2ccccc2C(=O)O)n1	1.54740546	35.27000002700389	C1CCC(C2CCCC2)CC1
Cc1ccc(Cn2nccc2NC(=O)c2ccncc2)o1	1.525951341	33.56999998082919	C1CCC(CCC2CCCC2CC2CCCC2)CC1
CC1CCN(CCNC(=O)c2ccncc2)CC1	1.533899101	34.190000016013165	C1CCC(CCCCC2CCCCC2)CC1
CCC(CC)NC(=O)c1ccc2ncsc2c1	1.346548559	22.210000023091226	C1CCC2CCCC2C1
Cc1nc(-c2ccccc2)c(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)s1	-0.37675071	0.41999999961519613	C1CCC(CCC2CCCC2C2CCCCC2)CC1
Cc1nc(C)c(CNc2cnn(-c3ccccc3)c2)s1	1.560862695	36.38000002282974	C1CCC(C2CCC(CCC3CCCC3)C2)CC1
O=C(CN1CCC(c2ccccc2)CC1)N1CCNC1=O	1.690727544	49.06000001464398	C1CCC(C2CCC(CCC3CCCC3)CC2)CC1
Cc1cc(C(=O)Nc2ncccc2C)c2ccccc2n1	1.643156466	43.97000003850271	C1CCC(CCC2CCCC3CCCCC32)CC1
COc1ccc(CN(C)C(=O)Nc2ccccc2)cc1F	1.66133934	45.84999999936235	C1CCC(CCCCC2CCCCC2)CC1
COc1ccc(CCC(=O)N2CCCNCC2)cc1	1.552668216	35.699999990777464	C1CCCC(CCCC2CCCCC2)CC1
Cc1ccc(C(=O)Nc2cccc(C(=O)N(C)C)c2)cn1	1.656002321	45.290000033062526	C1CCC(CCC2CCCCC2)CC1
O=C(Cc1csc(-c2ccccn2)n1)NC1CCCCCC1	1.05804623	11.429999989596759	C1CCCC(CCCC2CCC(C3CCCCC3)C2)CC1
Cc1ccc(-c2csc(CC(N)=O)n2)cc1C	1.55448916	35.84999999968475	C1CCC(C2CCCC2)CC1
Cc1nn(-c2ccccc2)c(C)c1CN	1.305995883	20.230000010676218	C1CCC(C2CCCC2)CC1
O=C(NCc1ccc2c(c1)OCCO2)c1sccc1C1CC1	1.493876111	31.180000010566527	C1CCC2CC(CCCC3CCCC3C3CC3)CCC2C1
Cc1cccc2sc(NC(=O)c3cccnc3)nc12	-0.283996656	0.5200000004372711	C1CCC(CCC2CC3CCCCC3C2)CC1
Cc1cc(C(=O)O)c2ccc(F)cc2n1	1.394451681	24.800000009923767	C1CCC2CCCCC2C1
CCOC(=O)N1CCN(C(=O)Nc2cccc3c2CCCC3)CC1	1.712902125	51.629999994386054	C1CCC(CCC2CCCC3CCCCC32)CC1
COC(=O)c1c(C)[nH]c(C(=O)OCC(=O)N(C)Cc2cccs2)c1C	1.608526034	40.600000039525995	C(CCCC1CCCC1)CCC1CCCC1
Cc1ccc(CNC(=O)c2cccnc2)n1C	1.608526034	40.600000039525995	C1CCC(CCCC2CCCC2)CC1
Cc1cc(C(=O)Nc2cccc3ncccc23)on1	1.656768779	45.369999972209705	C1CCC(CCC2CCCC3CCCCC32)C1
O=C(NCCc1ccc2c(c1)OCCO2)c1ccc2ccccc2n1	0.985426474	9.669999998151885	C(CCC1CCC2CCCCC2C1)CC1CCC2CCCCC2C1
CCC(CC)NC(=O)c1cc(C)nc2onc(C)c12	1.65829765	45.529999967690394	C1CCC2CCCC2C1
COc1ccc(CCC(=O)N2CCN(C(=O)c3cc4n(n3)CCCC4)CC2)cc1	1.921009802	83.37000009655256	C1CCC(CCCC2CCC(CC3CC4CCCCC4C3)CC2)CC1
Cc1ccc(CNC(=O)c2cccs2)cn1	1.718750735	52.33000003136885	C1CCC(CCCC2CCCC2)CC1
COc1nn(C)cc1C(=O)Nc1cccc2cnccc12	1.607455023	40.49999997998115	C1CCC(CCC2CCCC3CCCCC32)C1
COCC(=O)Nc1nc(C)c(C)s1	1.408579125	25.61999997589179	C1CCCC1
Cc1cc(C)c(NC(=O)c2cc(Cl)ccc2F)c(C)n1	1.798028793	62.80999994156079	C1CCC(CCC2CCCCC2)CC1
O=C(NCCN1CCC(c2ccccc2)CC1)c1ccc2ncsc2c1	1.643650038	44.01999997797157	C1CCC(C2CCC(CCCCC3CCC4CCCC4C3)CC2)CC1
Cc1ccc(NC(=O)c2cccc3cccnc23)cc1	0.755874856	5.700000004298464	C1CCC(CCC2CCCC3CCCCC32)CC1
Cc1cccnc1NC(=O)c1csc(-c2ccccc2)n1	1.635282638	43.18000000017778	C1CCC(CCC2CCC(C3CCCCC3)C2)CC1
Cc1nc(CC(=O)NCc2ccccc2)cs1	1.414973348	26.000000001747043	C1CCC(CCCCC2CCCC2)CC1
O=C(CN1CCCc2ccc(F)cc21)N1CCNC1=O	1.654561555	45.14000002684286	C1CCC(CCC2CCCC3CCCCC32)C1
O=C(c1ccc(F)cc1)N1CCN(CC(=O)N2CCCC2=O)CC1	1.976945751	94.83000009624128	C1CCC(CC2CCC(CCC3CCCC3)CC2)CC1
Cc1cc(F)ccc1C(=O)NCc1ccc(O)c(O)c1	1.606918526	40.45000000481615	C1CCC(CCCC2CCCCC2)CC1
COc1cccc(-c2nc(C(=O)O)cs2)c1OC	1.576571684	37.719999994329264	C1CCC(C2CCCC2)CC1
N#CCc1ccc(NC(=O)C2CC2)cc1	1.485011215	30.550000029644856	C1CCC(CCC2CC2)CC1
Cc1cccc(C(=O)NCC#Cc2ccccc2)n1	1.472463897	29.680000026858618	C1CCC(CCCCCC2CCCCC2)CC1
Cc1nccc(-c2cccc(NCC(=O)N(C)c3ccccc3)c2)n1	1.582290683	38.22000002472988	C1CCC(CCCCC2CCCC(C3CCCCC3)C2)CC1
N#Cc1cccnc1NCCc1cn2c(n1)CCCC2	1.719497017	52.42000004700337	C1CCC(CCCC2CC3CCCCC3C2)CC1
Cc1cc(Oc2ncccn2)ccc1NC(=O)c1c(C)oc(C)c1C	1.740046724	54.95999999348342	C1CCC(CC2CCC(CCC3CCCC3)CC2)CC1
Cc1ccccc1C(=O)Nc1nc(C)c(C)s1	1.482158695	30.34999997125859	C1CCC(CCC2CCCC2)CC1
Cc1noc2nc(-c3ccccc3F)cc(C(=O)O)c12	1.592287816	39.11000000431083	C1CCC(C2CCC3CCCC3C2)CC1
COCC(=O)Nc1cccc(-n2cccc2)c1	1.706632451	50.89000001484714	C1CCC(C2CCCC2)CC1
Cc1ccc(NC(=O)c2nn(-c3ccccc3)nc2C)cc1	-0.537602002	0.29000000006747206	C1CCC(CCC2CCC(C3CCCCC3)C2)CC1
Cc1nc(Cn2ncc3ccccc3c2=O)cs1	1.653887558	45.06999999263414	C1CCC(CC2CCC3CCCCC3C2)C1
O=C(NCc1ncc(-c2ccccc2)o1)C1CCCCC1	1.880298991	75.90999992558305	C1CCC(CCCC2CCC(C3CCCCC3)C2)CC1
Cc1cc(C)n(-c2ccc(CNC(=O)C3CCC3)cn2)n1	1.598899887	39.709999994158814	C1CC(CCCC2CCC(C3CCCC3)CC2)C1
CNC(=O)C1CCN(Cc2ncc(-c3ccc(F)cc3)o2)CC1	1.29666519	19.799999988076483	C1CCC(CC2CCC(C3CCCCC3)C2)CC1
CCc1nc2ccccc2n1CC(=O)N1CCNC(=O)C1	1.704150517	50.600000018665135	C1CCC(CCC2CCC3CCCCC32)CC1
O=C(Cc1c(F)cccc1Cl)Nc1cccc2cnccc12	0.320146286	2.0899999994655634	C1CCC(CCCC2CCCC3CCCCC32)CC1
CN(C)C(=O)c1ccc(NC(=O)c2cccc(F)c2)cc1	1.666985718	46.44999996474113	C1CCC(CCC2CCCCC2)CC1
Cc1csc(NC(=O)c2cccc(C)c2C)n1	1.052693942	11.290000001950553	C1CCC(CCC2CCCC2)CC1
Cc1ccc2c(CC(=O)N(C)Cc3nnc4n3CCC4)coc2c1C	1.736715134	54.54000004952854	C(CCC1CCC2CCCC12)CC1CCC2CCCCC12
CN1CCCN(C(=O)NCCOc2ccc3c(c2)OCO3)CC1	1.844849801	69.96000003114833	C1CCCC(CCCCCC2CCC3CCCC3C2)CC1
O=C(Cc1cccc2ccccc12)NCc1nnc2n1-c1ccccc1CC2	1.669037801	46.67000001234133	C(CCC1CCC2CCC3CCCCC3C12)CC1CCCC2CCCCC12
NC(=O)Cc1nc(-c2ccc(Cl)cc2Cl)cs1	1.613313161	41.04999995694945	C1CCC(C2CCCC2)CC1
O=C(NCCc1cnn(-c2ccccc2)c1)N1CCC1	1.597695186	39.60000000679196	C1CCC(C2CCC(CCCCC3CCC3)C2)CC1
O=C(c1sc(N2CCOCC2)nc1-c1ccccc1)N1CCCCC1	1.766115283	58.35999997024663	C1CCC(CC2CC(C3CCCCC3)CC2C2CCCCC2)CC1
