smiles	logS	S	scaffold	Hydroxyl (-OH)	Methyl (-CH3)	Amine (-NH2)	Nitro (-NO2)	Ether (R-O-R')	Aldehyde (-CHO)	Ketone (-C=O)	Sulfonyl (R-SO2-R')	Phenyl (Ph)	Amide (-CONH2)	Alcohol (-OH)	wt	nH	logp
Cn1ncc2c1CCc1sc(NC(=O)c3cccnc3)nc1-2	1.034227261	10.820000005716496	C1CCC(CCC2CC3CCC4CCCC4C3C2)CC1	0	1	0	0	0	0	0	0	0	0	0	311.37000000000006	1	2.2895000000000003
Cn1cc(NC(=O)c2csc(Cc3ccccc3)n2)cn1	1.538322333	34.53999998159328	C1CCC(CC2CCC(CCC3CCCC3)C2)CC1	0	1	0	0	0	0	0	0	1	0	0	298.371	1	2.7197000000000005
CN(CC(=O)Nc1cccc(F)c1)C(=O)c1cccc(C#N)c1	1.749968084	56.23000006351975	C1CCC(CCCCCC2CCCCC2)CC1	0	1	0	0	0	0	1	0	2	0	0	311.31600000000003	1	2.40808
COc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(C)=O)CC2)cc1	0.672097858	4.700000000695675	C1CCC(CCCCC2CCCCC2C2CCCCC2)CC1	0	2	0	0	2	0	2	0	2	0	0	417.8930000000003	1	3.034600000000001
Cn1ccc2c(NC(=O)N3CCCN(C(=O)Oc4ccccc4)CC3)cccc21	1.856608068	71.87999992768275	C1CCC(CCC2CCCC(CCC3CCCC4CCCC43)CC2)CC1	0	1	0	0	1	0	0	0	2	0	0	392.45900000000006	1	3.9169000000000027
Cc1ccc2c(CC(=O)N(C)CC(N)=O)coc2c1C	1.542949849	34.910000014936905	C1CCC2CCCC2C1	0	3	1	0	0	0	2	0	1	1	0	274.32	1	1.5358399999999999
Cc1cccc(OCC(=O)Nc2ccn(C)n2)c1	1.637989781	43.450000021541655	C1CCC(CCCCC2CCCC2)CC1	0	2	0	0	1	0	1	0	1	0	0	245.28200000000004	1	1.7460199999999997
Cc1nc(-c2ccccc2)c(C(=O)Nc2ccccc2)s1	-0.045757491	0.8999999990895754	C1CCC(CCC2CCCC2C2CCCCC2)CC1	0	1	0	0	0	0	0	0	2	0	0	294.37899999999996	1	4.370820000000002
Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1	1.703205371	50.490000035402	C1CCC(CCC2CCCC3CCCCC32)C1	0	5	0	0	0	0	0	0	1	0	0	340.40200000000004	1	4.328860000000003
Cc1ccc2[nH]c(C3CCN(C)CC3)nc2c1	1.757851344	57.26000004145506	C1CCC(C2CC3CCCCC3C2)CC1	0	2	0	0	0	0	0	0	1	0	0	229.32699999999997	1	2.6805200000000005
Cc1cccnc1NC(=O)Cc1coc2c(C)c(C)ccc12	1.873262459	74.68999992454773	C1CCC(CCCC2CCC3CCCCC32)CC1	0	3	0	0	0	0	1	0	1	0	0	294.354	1	3.934260000000002
CCc1nc2ccccc2n1CC(=O)Nc1ncc(C)s1	1.691965103	49.2000000263551	C1CCC(CCCC2CCC3CCCCC32)C1	0	2	0	0	0	0	1	0	1	0	0	300.387	1	3.002320000000001
O=C(NCc1nnc2n1-c1ccccc1CC2)c1ccc2ccccc2c1	1.535800291	34.34000001384547	C1CCC2CC(CCCC3CCC4CCC5CCCCC5C34)CCC2C1	0	0	0	0	0	0	0	0	3	0	0	354.41300000000007	1	3.4491000000000023
CCONC(=O)Cc1coc2c(C)c(C)ccc12	1.534026106	34.199999995579454	C1CCC2CCCC2C1	0	3	0	0	0	0	1	0	1	0	0	247.29399999999998	1	2.659840000000001
CCC(CC)NC(=O)c1ccc(C#N)c(C)n1	1.723783937	52.94000000422632	C1CCCCC1	0	3	0	0	0	0	0	0	0	0	0	231.299	1	2.1801000000000004
O=C(NCCc1cccc2cccnc12)C1CCCCC1	1.620136055	41.70000000251974	C1CCC(CCCCC2CCCC3CCCCC23)CC1	0	0	0	0	0	0	1	0	1	0	0	282.38700000000006	1	3.4738000000000016
Cc1cc(C)c(NC(=O)c2ccnc(OC3CCC3)c2)c(C)n1	1.557867962	36.13000003593727	C1CCC(CCC2CCCC(CC3CCC3)C2)CC1	0	3	0	0	1	0	0	0	0	0	0	311.38500000000005	1	3.585460000000002
NCc1cccc(C(=O)N2CCCC2)c1	1.404833717	25.400000022228177	C1CCC(CC2CCCC2)CC1	0	0	1	0	0	0	0	0	1	0	0	204.2729999999999	1	1.3813000000000002
CS(=O)(=O)NCCc1ccc2c(c1)OCCO2	1.50758604	32.180000017560246	C1CCC2CCCCC2C1	0	1	0	0	2	0	0	1	1	0	0	257.311	1	0.5494999999999997
c1cnc(NCCc2cccc3cccnc23)nc1	1.567731963	36.96000003846092	C1CCC(CCCC2CCCC3CCCCC32)CC1	0	0	0	0	0	0	0	0	1	0	0	250.30500000000004	1	2.6794000000000002
Cc1cccc(OCC(=O)Nc2ccc3c(c2)C(=O)N(c2ccccc2)C3=O)c1	-0.387216143	0.4100000002645864	C1CCC(CCCCC2CCC3CC(C4CCCCC4)CC3C2)CC1	0	1	0	0	1	0	1	0	3	0	0	386.4070000000001	1	3.8131200000000023
Cc1ccc(-c2nc(CN3C(=O)C(=O)N(C4CCCC4)C3=O)cs2)cc1	-0.585026652	0.2600000000174704	C1CCC(C2CCC(CC3CCC(C4CCCC4)C3)C2)CC1	0	1	0	0	0	0	2	0	1	0	0	369.4460000000001	0	3.3519200000000025
O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1	1.217483944	16.499999991873135	C1CCC(CC2CCC(CCC3CCC4CCCCCC4C3)C2)CC1	0	0	0	0	2	0	0	0	2	0	0	349.39000000000004	1	3.3450000000000015
NC(=O)c1ccc(Oc2ccc(C(=O)N3CCCCCC3)cc2)cc1	1.776773802	59.80999994324559	C1CCCC(CC2CCC(CC3CCCCC3)CC2)CC1	0	0	1	0	1	0	0	0	2	1	0	338.4070000000001	1	3.594000000000003
CN(Cc1ccccc1Br)C(=O)Nc1ccc(C(=O)N2CCCC2)cc1	1.841296887	69.38999992166453	C1CCC(CCCCC2CCC(CC3CCCC3)CC2)CC1	0	1	0	0	0	0	0	0	2	0	0	416.31900000000024	1	4.349000000000003
O=C(Cn1c(-c2ccc(F)cc2)nc2ccccc21)N1CCOCC1	1.736953954	54.57000002724816	C1CCC(CCC2C3CCCCC3CC2C2CCCCC2)CC1	0	0	0	0	1	0	1	0	2	0	0	339.3700000000002	0	2.701200000000001
Cc1ccc(CCNC(=O)c2ccncc2)o1	1.466422722	29.269999970763863	C1CCC(CCCCC2CCCC2)CC1	0	1	0	0	0	0	0	0	0	0	0	230.26700000000002	1	1.95552
O=C1CN(C(=O)c2cccc(Oc3cccc(C(F)(F)F)c3)c2)CCN1	1.591064607	38.99999999762036	C1CCC(CC2CCCC(CC3CCCCC3)C2)CC1	0	0	0	0	1	0	1	0	2	0	0	364.32300000000004	1	3.069700000000001
Cc1ccc(C(=O)Nc2ncccc2C)s1	1.5774918	37.80000001416754	C1CCC(CCC2CCCC2)CC1	0	2	0	0	0	0	0	0	0	0	0	232.30800000000002	1	3.012240000000001
Cn1c(CNC(=O)Cc2ccccc2)nc2ccccc21	1.650987094	44.7699999604719	C1CCC(CCCCC2CC3CCCCC3C2)CC1	0	1	0	0	0	0	1	0	2	0	0	279.343	1	2.4322
COc1cccc(NC(=O)CNc2cccc(-c3ccnc(C)n3)c2)c1	1.702861171	50.45000004961083	C1CCC(CCCCC2CCCC(C3CCCCC3)C2)CC1	0	2	0	0	1	0	1	0	2	0	0	348.40600000000006	2	3.5112200000000016
COc1cc(CN(C)C(=O)Nc2cccc(C)c2C)ccc1O	1.714497409	51.820000041785136	C1CCC(CCCCC2CCCCC2)CC1	1	4	0	0	1	0	0	0	2	0	1	314.38500000000005	2	3.6815400000000023
Cn1c(CNC(=O)Cc2cccc3ccccc23)nc2ccccc21	1.002166062	10.050000005634647	C(CCC1CCCC2CCCCC12)CC1CC2CCCCC2C1	0	1	0	0	0	0	1	0	3	0	0	329.4030000000001	1	3.5854000000000017
Nc1ccc(C(=O)N2CCOCC2)c(Cl)c1	1.581494542	38.14999997444635	C1CCC(CC2CCCCC2)CC1	0	0	1	0	1	0	0	0	1	0	0	240.68999999999997	1	1.3946
Cc1ccc2nc(C)c(C(=O)N3CCC(C(=O)Nc4ccncc4)CC3)cc2c1	1.719828286	52.45999996927799	C1CCC(CCC2CCC(CC3CCC4CCCCC4C3)CC2)CC1	0	2	0	0	0	0	1	0	1	0	0	388.4710000000002	1	3.737540000000002
O=C(Nc1cccc2cnccc12)c1cccc(F)c1	1.677880582	47.63000005356491	C1CCC(CCC2CCCC3CCCCC32)CC1	0	0	0	0	0	0	0	0	2	0	0	266.275	1	3.6262000000000016
COc1ccc(OCC(=O)N2CCN(C)CC2)cc1	1.72057272	52.54999995592412	C1CCC(CCCC2CCCCC2)CC1	0	2	0	0	2	0	1	0	1	0	0	264.32499999999993	0	0.8479999999999999
Cn1cc(NC(=O)c2cn(Cc3ccccc3)nn2)cn1	1.368658712	23.36999997889372	C1CCC(CC2CCC(CCC3CCCC3)C2)CC1	0	1	0	0	0	0	0	0	1	0	0	282.307	1	1.3121999999999998
O=C(COc1ccc(F)cc1F)N1CCNC1=O	1.98686127	97.01999993520492	C1CCC(CCCC2CCCC2)CC1	0	0	0	0	1	0	1	0	1	0	0	256.20799999999997	1	0.8954
COc1ccc(CNC(=O)c2nnn(-c3ccc(OC)cc3)c2N)cc1	1.062205809	11.540000004790564	C1CCC(CCCC2CCC(C3CCCCC3)C2)CC1	0	2	1	0	2	0	0	0	2	0	0	353.3820000000001	2	1.7966999999999997
Cc1nccc(-c2cccc(NCC(=O)NCC(=O)N3CCCC3)c2)n1	1.842297134	69.54999994746207	C(CCCC1CCCC(C2CCCCC2)C1)CCC1CCCC1	0	1	0	0	0	0	2	0	1	0	0	353.42600000000016	2	1.6025199999999993
CCOC(=O)N1CCC(Nc2nc3ccccc3s2)CC1	1.691965103	49.2000000263551	C1CCC(CC2CC3CCCCC3C2)CC1	0	1	0	0	1	0	0	0	1	0	0	305.40300000000013	1	3.329100000000002
COc1ccc(C2(NCc3cccc4ncccc34)CC2)cc1	1.744449457	55.51999994288149	C1CCC(C2(CCC3CCCC4CCCCC43)CC2)CC1	0	1	0	0	1	0	0	0	2	0	0	304.3930000000001	1	4.022300000000003
O=C(Cc1csc(-c2ccc(F)c(F)c2)n1)NCC(F)(F)F	-0.443697499	0.3600000001929027	C1CCC(C2CCCC2)CC1	0	0	0	0	0	0	1	0	1	0	0	336.285	1	3.3093000000000012
CCc1ccccc1NC(=O)CCn1ccnc1-c1ccc2c(c1)OCO2	1.623662707	42.03999996551916	C1CCC(CCCCC2CCCC2C2CCC3CCCC3C2)CC1	0	1	0	0	2	0	1	0	2	0	0	363.4170000000001	1	3.8700000000000028
O=C(NCCc1ccccc1)c1cnccn1	1.771293443	59.06000005044444	C1CCC(CCCCC2CCCCC2)CC1	0	0	0	0	0	0	0	0	1	0	0	227.26700000000002	1	1.4490999999999998
Cc1ccc(C(=O)NCC#Cc2ccccc2)cn1	1.647969458	44.45999996284151	C1CCC(CCCCCC2CCCCC2)CC1	0	1	0	0	0	0	0	0	1	0	0	250.30100000000004	1	2.17152
COc1ccccc1-c1nc(C(=O)O)cs1	1.737192643	54.60000003712077	C1CCC(C2CCCC2)CC1	1	1	0	0	1	0	0	0	1	0	1	235.26399999999998	1	2.5168999999999997
Cc1cccnc1NC(=O)CCc1ccc(F)cc1	1.580468784	38.06000000429404	C1CCC(CCCCC2CCCCC2)CC1	0	1	0	0	0	0	1	0	1	0	0	258.296	1	3.1004200000000015
COc1ccccc1-c1nc(-c2ccc(NC(C)=O)cc2)c(C)s1	-0.13667714	0.7299999997975273	C1CCC(C2CCC(C3CCCCC3)C2)CC1	0	3	0	0	1	0	1	0	2	0	0	338.432	1	4.752520000000003
O=C(Nc1nccs1)C1CCN(C(=O)CN2CCc3ccccc32)CC1	1.710709566	51.37000003260644	C1CCC(CCC2CCC(CCC3CCC4CCCCC43)CC2)C1	0	0	0	0	0	0	2	0	1	0	0	370.4780000000001	1	2.3829000000000002
COc1ccccc1C(=O)Nc1ccc2cc[nH]c2c1	0.69019608	4.89999999967829	C1CCC(CCC2CCC3CCCC3C2)CC1	0	1	0	0	1	0	0	0	2	0	0	266.3	2	3.4288000000000016
COc1cccc(CC(=O)Nc2ccc3nc(C)sc3c2)c1	1.718833718	52.33999996337935	C1CCC(CCCC2CCC3CCCC3C2)CC1	0	2	0	0	1	0	1	0	2	0	0	312.394	1	3.794520000000002
Cc1ccc(CC(=O)Nc2nc(C)no2)cn1	1.631545228	42.81000001633273	C1CCC(CCCC2CCCC2)CC1	0	2	0	0	0	0	1	0	0	0	0	232.24300000000002	1	1.2626399999999998
COc1ccc(-c2csc(CC(N)=O)n2)cc1Br	1.574609941	37.54999997058672	C1CCC(C2CCCC2)CC1	0	1	1	0	1	0	1	0	1	1	0	327.203	1	2.609
COc1ccc(CNC(=O)CCCOc2ccc(C(C)=O)cc2)cc1	1.305566314	20.210000022555448	C(CCCC1CCCCC1)CCCC1CCCCC1	0	2	0	0	2	0	2	0	2	0	0	341.40700000000004	1	3.3732000000000024
Cc1cc(C)n(-c2ccc(C(=O)NCc3cccnc3)cc2)n1	1.65724713	45.42000001216134	C1CCC(CCCC2CCC(C3CCCC3)CC2)CC1	0	2	0	0	0	0	0	0	1	0	0	306.369	1	2.814140000000001
O=C(CCc1ccc2c(c1)OCO2)Nc1cccc2cnccc12	1.650501795	44.72000001252477	C(CCC1CCCC2CCCCC12)CC1CCC2CCCC2C1	0	0	0	0	2	0	1	0	2	0	0	320.348	1	3.5348000000000015
Cc1cc(C(=O)NCCc2ccccn2)c(C)s1	1.613630435	41.0800000070715	C1CCC(CCCCC2CCCC2)CC1	0	2	0	0	0	0	0	0	0	0	0	260.362	1	2.7324400000000013
Cc1cnc(NC(=O)Cc2coc3cc(C)c(C)cc23)s1	-0.494850022	0.3199999997642845	C1CCC(CCCC2CCC3CCCCC32)C1	0	3	0	0	0	0	1	0	1	0	0	300.383	1	3.9957600000000024
Cn1cc(CCNC(=O)N2CCCc3c(F)cccc32)cn1	1.62838893	42.49999999507653	C1CCC(CCCCC2CCCC3CCCCC23)C1	0	1	0	0	0	0	0	0	1	0	0	302.35299999999995	1	2.264100000000001
Cn1cc(-c2nc(C(=O)Nc3cccnc3-n3cncn3)cs2)cn1	0.282168778	1.9149999986566983	C1CCC(C2CCC(CCC3CCCCC3C3CCCC3)C2)C1	0	1	0	0	0	0	0	0	0	0	0	352.38300000000004	1	1.7715999999999996
CC1CCN(Cc2ccc(NC(=O)c3ccccn3)cc2)CC1	1.610660163	40.79999999155618	C1CCC(CCC2CCC(CC3CCCCC3)CC2)CC1	0	1	0	0	0	0	0	0	1	0	0	309.41300000000007	1	3.565800000000002
CNC(=O)Cc1csc(-c2ccc(C)cc2)n1	0.608526034	4.0600000039526	C1CCC(C2CCCC2)CC1	0	2	0	0	0	0	1	0	1	0	0	246.335	1	2.40702
O=C(Nc1ccccc1)c1c([O-])n(-c2ccccc2)n[n+]1Cc1ccccc1	-0.698970004	0.2000000001547424	C1CCC(CCC2CC(C3CCCCC3)CC2CC2CCCCC2)CC1	0	0	0	0	0	0	0	0	3	0	0	370.4120000000001	1	2.5340000000000007
CC(=O)Nc1nc(-c2c(C)cc(C)cc2C)cs1	1.283301229	19.200000013105967	C1CCC(C2CCCC2)CC1	0	4	0	0	0	0	1	0	1	0	0	260.36199999999997	1	3.693760000000003
Cc1ccc(S(=O)(=O)Cc2nc(-c3ccc(C(=O)NCc4cccnc4)cc3)oc2C)cc1	-0.48148606	0.3300000000927875	C1CCC(CCCC2CCC(C3CCC(CCC4CCCCC4)C3)CC2)CC1	0	2	0	0	0	0	0	2	2	0	0	461.5430000000002	1	4.257340000000003
CC(=O)Nc1cccc(OC(=O)N2CCOCC2)c1	1.753812784	56.73000005686106	C1CCC(CCC2CCCCC2)CC1	0	1	0	0	2	0	1	0	1	0	0	264.2809999999999	1	1.4759999999999998
CCC(=O)NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12	1.271376872	18.6800000045561	C1CCC(C2CCC3CCCCC3C2)CC1	0	1	0	0	0	0	1	0	2	0	0	347.41800000000006	2	3.157800000000001
COC(=O)c1c(C)[nH]c(C(=O)N(C)Cc2ccc(OC)c(F)c2)c1C	1.674585602	47.26999996702989	C1CCC(CCCC2CCCC2)CC1	0	5	0	0	2	0	0	0	1	0	0	348.3740000000001	1	2.8380400000000012
CNC(=O)Cc1nc(-c2cncc(C)c2)cs1	1.574956776	37.580000020377504	C1CCC(C2CCCC2)CC1	0	2	0	0	0	0	1	0	0	0	0	247.32300000000004	1	1.80202
Cc1oc(C)c(C(=O)Nc2ccn(C)n2)c1C	1.564666064	36.69999997869723	C1CCC(CCC2CCCC2)C1	0	4	0	0	0	0	0	0	0	0	0	233.271	1	2.1906600000000003
Cc1cc(F)ccc1NC(=O)c1cccc2cccnc12	-0.356547324	0.4399999995074253	C1CCC(CCC2CCCC3CCCCC32)CC1	0	1	0	0	0	0	0	0	2	0	0	280.302	1	3.9346200000000016
CN(C)[C@@H]1CN(C(=O)COc2ccccc2)C[C@H]1O	1.920645001	83.29999992197597	C1CCC(CCCC2CCCC2)CC1	1	2	0	0	1	0	1	0	1	0	1	264.325	1	0.1986999999999995
Cc1cccc(NC(=O)c2cccc3ncccc23)c1	0.685741739	4.850000004441736	C1CCC(CCC2CCCC3CCCCC32)CC1	0	1	0	0	0	0	0	0	2	0	0	262.312	1	3.7955200000000016
O=C(CN1CCc2ccccc21)N1CCNC1=O	1.439332694	27.500000010747957	C1CCC(CCC2CCC3CCCCC32)C1	0	0	0	0	0	0	1	0	1	0	0	245.28199999999998	1	0.6008999999999998
O=C(NC1CC1)c1cccc2cccnc12	1.528788192	33.79000001751404	C1CCC2C(C1)CCCC2CCC1CC1	0	0	0	0	0	0	0	0	1	0	0	212.252	1	2.127
CCOc1nc(-c2ccc(Cl)c(Cl)c2)n(-c2cccc(NC(=O)c3ccc(F)cc3)c2)n1	-0.602059991	0.2500000001887903	C1CCC(CCC2CCCC(C3CCCC3C3CCCCC3)C2)CC1	0	1	0	0	1	0	0	0	3	0	0	471.31900000000013	1	6.031200000000004
CSc1ncccc1C(=O)Nc1ccc(N2CCCCC2=O)cc1	0.952792443	8.969999999089314	C1CCC(CCC2CCC(C3CCCCC3)CC2)CC1	0	1	0	0	0	0	1	0	1	0	0	341.43600000000015	1	3.572700000000002
