smiles	logS	S
Cc1[nH]c2ccc(Cl)cc2c1CC(=O)N1CCC(Cc2ncncc2C(N)=O)CC1	1.667452953	46.50000001178265
CCOC(=O)CNC(=O)c1ccc(O)cc1O	1.559188189	36.2399999996015
CCCCN(C)C(=O)Nc1cc(C)ccn1	1.396548038	24.920000000738366
O=C(c1ccc2[nH]ccc2c1)N1CCCC(c2cccc(-c3ccc(F)cc3)n2)C1	0.371067862	2.349999998529615
COc1ccc(N)cc1N1CCOC1=O	1.508395033	32.23999999012276
Cn1nccc1CC1CCN(C2CCCC2)CC1	1.41763774	26.160000020948164
COCC1CCN(c2noc(-c3cccs3)n2)CC1	1.109578547	12.870000002833429
COCCc1nc(CCCn2cccn2)n(C2Cc3ccccc3C2)n1	1.330819467	21.42000002486602
CCOC(=O)c1ccc(NC(=O)Cn2cnc3ccccc32)cc1	1.264817823	18.399999999595963
O=C(NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccco1	1.575649615	37.640000021214966
COc1ccc2c(c1)CN(c1nc(C)cc(C)n1)CC2	1.004751156	10.11000000952114
COc1ccnc(N2CC(n3nc(C)cc3C)C2)n1	1.579326204	37.96000002139221
CCC(Nc1cnn(C)c1)c1ccc2c(c1)OCCO2	1.57634135	37.69999998213565
CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12	0.808885867	6.439999994664473
Cc1ccc(CC(=O)NCc2cccc(C(=O)Nc3ccccc3)c2)cc1	-0.420216403	0.3800000003352843
CN(Cc1cnn(C)c1)C(=O)c1ccccc1-c1ccccc1C#N	1.606703741	40.42999996893709
CCn1nccc1-c1cc(CC2CCNCC2)ncn1	1.571359393	37.27000002112483
Cc1ccc(-n2nc(C(=O)N3CC(O)C3)c3c2CCCC3)cc1	1.562292864	36.49999996163588
Cc1sc2nc(CN3CCC(C)CC3)nc(N3CCN(c4cnccn4)CC3)c2c1C	1.623145875	41.99000003500601
Cc1cccc(OCCn2c(N)nc3ccccc32)c1	1.592398846	39.11999998959035
COc1ccc(-c2csc3ncnc(Oc4ccc(C)nc4)c23)cc1	0.892651034	7.8100000022065315
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1	1.924795996	84.10000003913379
COc1cc(F)c(NCC(=O)Nc2ccc(C)cc2)cc1OC	1.678062905	47.65000000281479
CN(CCC#N)Cc1cc(C#N)ccc1F	1.496929648	31.39999999470648
N#Cc1cc(-c2ccccc2)sc1N	0.477121255	3.0000000019365034
Cc1ccc2c(C(=O)N(C)C)cc(-c3cnc(C(C)C)nc3)nc2c1C	0.385606274	2.4300000022475565
Cc1ccnc(NC(=O)CN(C)c2ncnc3sc4c(c23)CCC(C)C4)c1	0.588831726	3.880000003625365
O=C(NC[C@H]1COCc2nc3ccccc3n21)c1ccncc1	1.716837723	52.09999996406765
CC(C)COc1cc(F)cc(-c2cncc(C(=O)N3CCCC3)n2)c1	-0.15490196	0.6999999999770207
CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O	1.578524605	37.88999997600823
NC(=O)c1sc2cc(F)ccc2c1Cl	-0.301029996	0.499999999613144
Cc1nc(CNC2CCN(C(=O)C3CC3)CC2)cs1	1.629409599	42.599999989924285
CN1CCN(c2ccc(NC(=O)c3ccc(S(=O)(=O)N4CCCc5ccccc54)cc3)cc2)CC1	1.005180513	10.120000011562992
CC(C)(C)c1csc(NC(=O)C2CC2)n1	1.465977368	29.23999998075623
CS(=O)(=O)CCN1CCC(n2c(=O)[nH]c3ccccc32)CC1	1.798305282	62.84999999681962
Cc1noc(-c2ccc(NC(=O)Cc3ccccc3)cc2)n1	0.899820502	7.939999992191601
Cn1ncc2c1CCc1sc(NC(=O)c3cccnc3)nc1-2	1.034227261	10.820000005716496
Cc1nnsc1CN(C)c1ccc2cc[nH]c2n1	1.389520466	24.52000000867344
O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1	1.675778342	47.40000003557119
COc1ccccc1CNC(=O)C(C)N1CCCN(c2ccccc2C#N)CC1	1.670709595	46.849999975857635
Fc1ccc2[nH]c(CO[C@H]3CN(Cc4ccccc4)C[C@H]3F)nc2c1	1.549003262	35.399999997898
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1	1.221414238	16.650000006044422
Cc1n[nH]c(-c2c(C)c3cc(F)ccc3n2C)n1	1.371067862	23.49999998529615
Cc1cccn(Cc2cccnc2)c1=O	1.672097858	47.00000000695676
N#Cc1cccc(-c2ccc3[nH]ccc3c2)n1	0.562292864	3.649999996163588
